Station Name,Grid Coordinates,Coordinates
CAR,"[84, 68]","[[[-68.3965144, 44.8838957], [-68.4023999, 44.862911499999996], [-68.37279640000001, 44.8587388], [-68.36690460000001, 44.879722699999995], [-68.3965144, 44.8838957]]]"
CAR,"[85, 68]","[[[-68.3669046, 44.8797227], [-68.3727964, 44.858738800000005], [-68.3431955, 44.8545614], [-68.3372974, 44.875545], [-68.3669046, 44.8797227]]]"
CAR,"[87, 68]","[[[-68.30769, 44.8713622], [-68.3135942, 44.8503789], [-68.2839984, 44.846192], [-68.278088, 44.867175], [-68.30769, 44.8713622]]]"
CAR,"[88, 68]","[[[-68.2780923, 44.8671756], [-68.2840027, 44.8461926], [-68.254418, 44.842002300000004], [-68.2485014, 44.862985], [-68.2780923, 44.8671756]]]"
CAR,"[91, 69]","[[[-68.1833622, 44.8755511], [-68.18929150000001, 44.8545804], [-68.15970270000001, 44.850374800000004], [-68.15376710000001, 44.8713453], [-68.1833622, 44.8755511]]]"
CAR,"[93, 69]","[[[-68.1241633, 44.8671331], [-68.13010510000001, 44.846163], [-68.1005044, 44.841945599999995], [-68.0945564, 44.8629154], [-68.1241633, 44.8671331]]]"
CAR,"[97, 70]","[[[-67.9998308, 44.8712162], [-68.00580169999999, 44.8502445], [-67.9762109, 44.8460088], [-67.9702338, 44.8669802], [-67.9998308, 44.8712162]]]"
CAR,"[100, 71]","[[[-67.905077, 44.8794648], [-67.91106900000001, 44.8584972], [-67.88148840000001, 44.8542483], [-67.87549020000002, 44.875215600000004], [-67.905077, 44.8794648]]]"
CAR,"[101, 71]","[[[-67.8754887, 44.8752154], [-67.881487, 44.8542481], [-67.85190610000001, 44.8499942], [-67.84590170000001, 44.870961099999995], [-67.8754887, 44.8752154]]]"
CAR,"[103, 71]","[[[-67.8163201, 44.8667025], [-67.8223307, 44.8457359], [-67.79274939999999, 44.8414717], [-67.7867326, 44.862438], [-67.8163201, 44.8667025]]]"
CAR,"[104, 72]","[[[-67.7807126, 44.8834136], [-67.7867343, 44.8624425], [-67.7571551, 44.8581741], [-67.7511272, 44.8791449], [-67.7807126, 44.8834136]]]"
CAR,"[105, 72]","[[[-67.7511301, 44.8791453], [-67.757158, 44.8581745], [-67.72758710000001, 44.8539022], [-67.72155300000001, 44.8748727], [-67.7511301, 44.8791453]]]"
CAR,"[106, 72]","[[[-67.7215516, 44.8748725], [-67.72758569999999, 44.853902000000005], [-67.6980146, 44.849624600000006], [-67.69197439999999, 44.870594800000006], [-67.7215516, 44.8748725]]]"
CAR,"[114, 74]","[[[-67.4728198, 44.8824229], [-67.47890629999999, 44.861469400000004], [-67.4493469, 44.857154200000004], [-67.4432542, 44.878107400000005], [-67.4728198, 44.8824229]]]"
CAR,"[115, 74]","[[[-67.4432528, 44.8781072], [-67.44934549999999, 44.857154], [-67.4197859, 44.8528337], [-67.413687, 44.873786599999995], [-67.4432528, 44.8781072]]]"
CAR,"[116, 74]","[[[-67.4136813, 44.8737858], [-67.41978019999999, 44.8528329], [-67.39021179999999, 44.8485062], [-67.38410679999998, 44.869458800000004], [-67.4136813, 44.8737858]]]"
CAR,"[117, 74]","[[[-67.3841182, 44.8694604], [-67.39022320000001, 44.8485079], [-67.36068030000001, 44.8441799], [-67.3545691, 44.865132100000004], [-67.3841182, 44.8694604]]]"
CAR,"[118, 74]","[[[-67.3545591, 44.8651306], [-67.36067030000001, 44.8441784], [-67.33111020000001, 44.8398428], [-67.32499280000002, 44.8607947], [-67.3545591, 44.8651306]]]"
CAR,"[119, 75]","[[[-67.3188744, 44.881753], [-67.3249962, 44.860798300000006], [-67.2954411, 44.85645890000001], [-67.2893131, 44.87741330000001], [-67.3188744, 44.881753]]]"
CAR,"[120, 75]","[[[-67.2893103, 44.8774129], [-67.29543819999999, 44.8564585], [-67.26588009999999, 44.8521136], [-67.25974599999999, 44.873067600000006], [-67.2893103, 44.8774129]]]"
CAR,"[121, 75]","[[[-67.2597488, 44.8730681], [-67.2658829, 44.852114], [-67.2363331, 44.8477652], [-67.2301928, 44.868719], [-67.2597488, 44.8730681]]]"
CAR,"[122, 75]","[[[-67.2301914, 44.8687187], [-67.2363317, 44.847765], [-67.2067817, 44.843411], [-67.20063529999999, 44.8643645], [-67.2301914, 44.8687187]]]"
CAR,"[126, 76]","[[[-67.1058218, 44.8722112], [-67.111987, 44.85127], [-67.0824473, 44.8468978], [-67.0762759, 44.8678387], [-67.1058218, 44.8722112]]]"
CAR,"[127, 76]","[[[-67.0762745, 44.8678385], [-67.0824459, 44.8468976], [-67.052906, 44.8425203], [-67.04672849999999, 44.8634609], [-67.0762745, 44.8678385]]]"
CAR,"[129, 77]","[[[-67.0109879, 44.8800171], [-67.0171749, 44.859078100000005], [-66.9876371, 44.85469150000001], [-66.981444, 44.87563020000001], [-67.0109879, 44.8800171]]]"
CAR,"[55, 63]","[[[-69.2848568, 44.8978773], [-69.2905501, 44.8768642], [-69.2609072, 44.8728298], [-69.2552076, 44.8938426], [-69.2848568, 44.8978773]]]"
CAR,"[56, 63]","[[[-69.2552062, 44.8938424], [-69.2609058, 44.872829599999996], [-69.2312625, 44.8687901], [-69.2255566, 44.889802599999996], [-69.2552062, 44.8938424]]]"
CAR,"[58, 63]","[[[-69.1959053, 44.8857575], [-69.2016174, 44.8647454], [-69.1719763, 44.8606961], [-69.16625789999999, 44.881707999999996], [-69.1959053, 44.8857575]]]"
CAR,"[59, 64]","[[[-69.160541, 44.9027077], [-69.1662602, 44.8817051], [-69.13661809999999, 44.877651199999995], [-69.13089269999999, 44.898653499999995], [-69.160541, 44.9027077]]]"
CAR,"[61, 64]","[[[-69.1012426, 44.894594], [-69.1069743, 44.873591999999995], [-69.0773344, 44.86952829999999], [-69.0715965, 44.89052999999999], [-69.1012426, 44.894594]]]"
CAR,"[62, 64]","[[[-69.0716036, 44.890531], [-69.0773415, 44.8695293], [-69.04771840000001, 44.865462900000004], [-69.0419743, 44.88646430000001], [-69.0716036, 44.890531]]]"
CAR,"[63, 64]","[[[-69.0419629, 44.8864627], [-69.047707, 44.8654613], [-69.0180636, 44.861387], [-69.01231320000001, 44.8823881], [-69.0419629, 44.8864627]]]"
CAR,"[65, 65]","[[[-68.976913, 44.8993167], [-68.9826738, 44.878313], [-68.9530292, 44.874229], [-68.9472621, 44.8952324], [-68.976913, 44.8993167]]]"
CAR,"[67, 65]","[[[-68.9176338, 44.8911461], [-68.923407, 44.8701431], [-68.8937732, 44.8660504], [-68.8879937, 44.8870532], [-68.9176338, 44.8911461]]]"
CAR,"[68, 65]","[[[-68.8879951, 44.8870534], [-68.8937746, 44.8660506], [-68.8641461, 44.8619537], [-68.8583604, 44.8829561], [-68.8879951, 44.8870534]]]"
CAR,"[72, 66]","[[[-68.763678, 44.8916175], [-68.76948159999999, 44.8706313], [-68.73985699999999, 44.8665152], [-68.73404709999998, 44.8875011], [-68.763678, 44.8916175]]]"
CAR,"[74, 66]","[[[-68.7044274, 44.8833813], [-68.7102435, 44.8623957], [-68.6806353, 44.8582718], [-68.67481310000001, 44.8792571], [-68.7044274, 44.8833813]]]"
CAR,"[74, 67]","[[[-68.6986021, 44.9043878], [-68.7044252, 44.883389300000005], [-68.6748108, 44.879265200000006], [-68.6689815, 44.90026340000001], [-68.6986021, 44.9043878]]]"
CAR,"[75, 67]","[[[-68.6689744, 44.9002624], [-68.6748037, 44.8792642], [-68.6451777, 44.8751333], [-68.63934210000001, 44.8961312], [-68.6689744, 44.9002624]]]"
CAR,"[78, 67]","[[[-68.5800838, 44.8878545], [-68.5859318, 44.866857200000005], [-68.5563049, 44.862711000000004], [-68.5504507, 44.883708000000006], [-68.5800838, 44.8878545]]]"
CAR,"[79, 67]","[[[-68.5504606, 44.8837094], [-68.5563148, 44.8627124], [-68.5267104, 44.8585643], [-68.52085, 44.879560999999995], [-68.5504606, 44.8837094]]]"
CAR,"[80, 68]","[[[-68.514989, 44.9005422], [-68.5208497, 44.879556799999996], [-68.4912387, 44.875403299999995], [-68.4853718, 44.89638839999999], [-68.514989, 44.9005422]]]"
CAR,"[81, 68]","[[[-68.4853704, 44.8963882], [-68.4912373, 44.8754031], [-68.46162609999999, 44.8712445], [-68.4557529, 44.892229300000004], [-68.4853704, 44.8963882]]]"
CAR,"[83, 68]","[[[-68.4261295, 44.8880644], [-68.4320089, 44.867079999999994], [-68.4023971, 44.86291109999999], [-68.3965115, 44.88389529999999], [-68.4261295, 44.8880644]]]"
CAR,"[86, 69]","[[[-68.3313989, 44.896513], [-68.3372972, 44.8755407], [-68.3076897, 44.8713579], [-68.3017852, 44.8923299], [-68.3313989, 44.896513]]]"
CAR,"[87, 69]","[[[-68.3017866, 44.8923301], [-68.3076911, 44.8713581], [-68.2780891, 44.867171], [-68.2721784, 44.8881426], [-68.3017866, 44.8923301]]]"
CAR,"[90, 70]","[[[-68.2070358, 44.9007297], [-68.2129632, 44.8797559], [-68.183357, 44.8755535], [-68.1774234, 44.8965271], [-68.2070358, 44.9007297]]]"
CAR,"[91, 70]","[[[-68.1774277, 44.8965277], [-68.1833613, 44.8755541], [-68.1537663, 44.8713483], [-68.14782650000001, 44.8923216], [-68.1774277, 44.8965277]]]"
CAR,"[92, 70]","[[[-68.147825, 44.8923213], [-68.1537649, 44.8713481], [-68.1241696, 44.8671371], [-68.11822360000001, 44.8881101], [-68.147825, 44.8923213]]]"
CAR,"[94, 70]","[[[-68.0886133, 44.8838925], [-68.0945655, 44.8629199], [-68.0649811, 44.8587003], [-68.0590227, 44.8796727], [-68.0886133, 44.8838925]]]"
CAR,"[95, 71]","[[[-68.0530574, 44.9006411], [-68.0590184, 44.8796721], [-68.0294219, 44.8754463], [-68.0234547, 44.8964151], [-68.0530574, 44.9006411]]]"
CAR,"[100, 72]","[[[-67.8990789, 44.9004412], [-67.9050758, 44.879468800000005], [-67.875489, 44.87521960000001], [-67.8694859, 44.89619170000001], [-67.8990789, 44.9004412]]]"
CAR,"[105, 73]","[[[-67.745103, 44.9001008], [-67.7511312, 44.8791413], [-67.7215542, 44.8748687], [-67.7155198, 44.8958279], [-67.745103, 44.9001008]]]"
CAR,"[107, 73]","[[[-67.6859335, 44.8915495], [-67.69197410000001, 44.87059060000001], [-67.66239660000001, 44.86630780000001], [-67.65634990000001, 44.88726640000001], [-67.6859335, 44.8915495]]]"
CAR,"[109, 73]","[[[-67.6267674, 44.8829784], [-67.6328204, 44.8620201], [-67.603251, 44.857728300000005], [-67.5971919, 44.878686300000005], [-67.6267674, 44.8829784]]]"
CAR,"[109, 74]","[[[-67.6207118, 44.9039334], [-67.62676739999999, 44.8829784], [-67.59719189999998, 44.8786863], [-67.59113009999999, 44.899640999999995], [-67.6207118, 44.9039334]]]"
CAR,"[110, 74]","[[[-67.5911273, 44.8996406], [-67.5971891, 44.8786859], [-67.5676105, 44.8743882], [-67.5615425, 44.8953426], [-67.5911273, 44.8996406]]]"
CAR,"[112, 74]","[[[-67.5319661, 44.8910408], [-67.5380403, 44.8700867], [-67.50847270000001, 44.8657805], [-67.50239240000002, 44.8867343], [-67.5319661, 44.8910408]]]"
CAR,"[118, 75]","[[[-67.3484427, 44.8860887], [-67.35455830000001, 44.8651337], [-67.32499190000001, 44.8607977], [-67.31887020000002, 44.881752399999996], [-67.3484427, 44.8860887]]]"
CAR,"[119, 76]","[[[-67.3127535, 44.9026924], [-67.3188756, 44.881749], [-67.2893143, 44.8774093], [-67.283186, 44.89835239999999], [-67.3127535, 44.9026924]]]"
CAR,"[120, 76]","[[[-67.2831832, 44.898352], [-67.2893114, 44.877408900000006], [-67.2597471, 44.87306360000001], [-67.2536127, 44.89400640000001], [-67.2831832, 44.898352]]]"
CAR,"[121, 76]","[[[-67.2536155, 44.8940068], [-67.25975, 44.873064], [-67.230194, 44.8687149], [-67.2240534, 44.8896574], [-67.2536155, 44.8940068]]]"
CAR,"[122, 76]","[[[-67.224052, 44.8896572], [-67.2301926, 44.868714700000005], [-67.2006365, 44.864360500000004], [-67.1944897, 44.8853026], [-67.224052, 44.8896572]]]"
CAR,"[123, 76]","[[[-67.1944883, 44.8853024], [-67.200635, 44.8643603], [-67.1710788, 44.8600009], [-67.1649258, 44.8809428], [-67.1944883, 44.8853024]]]"
CAR,"[126, 77]","[[[-67.099653, 44.8931522], [-67.1058215, 44.8722122], [-67.0762756, 44.8678397], [-67.0701009, 44.8887794], [-67.099653, 44.8931522]]]"
CAR,"[127, 77]","[[[-67.0700995, 44.8887792], [-67.0762742, 44.8678395], [-67.0467282, 44.863461900000004], [-67.0405473, 44.884401200000006], [-67.0700995, 44.8887792]]]"
CAR,"[129, 78]","[[[-67.0047946, 44.9009649], [-67.0109867, 44.8800211], [-66.98144280000001, 44.8756342], [-66.97524450000002, 44.8965777], [-67.0047946, 44.9009649]]]"
CAR,"[54, 64]","[[[-69.308827, 44.922909], [-69.314515, 44.901905], [-69.2848519, 44.897873499999996], [-69.27915770000001, 44.9188772], [-69.308827, 44.922909]]]"
CAR,"[56, 64]","[[[-69.2495065, 44.9148428], [-69.255207, 44.893839400000005], [-69.2255574, 44.8897996], [-69.2198507, 44.910802700000005], [-69.2495065, 44.9148428]]]"
CAR,"[57, 64]","[[[-69.2198493, 44.9108026], [-69.22555600000001, 44.889799399999994], [-69.19590610000002, 44.8857545], [-69.19019320000001, 44.9067574], [-69.2198493, 44.9108026]]]"
CAR,"[58, 64]","[[[-69.1901932, 44.9067574], [-69.1959061, 44.8857545], [-69.1662587, 44.881704899999995], [-69.1605395, 44.9027075], [-69.1901932, 44.9067574]]]"
CAR,"[61, 65]","[[[-69.0955059, 44.9156019], [-69.10124180000001, 44.8945971], [-69.07159570000002, 44.8905331], [-69.06585360000001, 44.911537599999996], [-69.0955059, 44.9156019]]]"
CAR,"[62, 65]","[[[-69.0658607, 44.9115386], [-69.07160280000001, 44.8905341], [-69.0419734, 44.88646730000001], [-69.03622510000001, 44.90747150000001], [-69.0658607, 44.9115386]]]"
CAR,"[64, 65]","[[[-69.0065621, 44.9033957], [-69.0123167, 44.8823917], [-68.9826781, 44.8783136], [-68.9769173, 44.8993173], [-69.0065621, 44.9033957]]]"
CAR,"[65, 66]","[[[-68.9711547, 44.9202989], [-68.9769147, 44.8993106], [-68.9472638, 44.8952263], [-68.9414976, 44.9162143], [-68.9711547, 44.9202989]]]"
CAR,"[66, 66]","[[[-68.9415061, 44.9162155], [-68.9472724, 44.8952275], [-68.9176411, 44.891140799999995], [-68.9118687, 44.912128499999994], [-68.9415061, 44.9162155]]]"
CAR,"[68, 66]","[[[-68.882218, 44.9080347], [-68.88799669999999, 44.8870473], [-68.85836199999999, 44.8829501], [-68.85257709999999, 44.9039372], [-68.882218, 44.9080347]]]"
CAR,"[70, 67]","[[[-68.8171483, 44.9208441], [-68.8229464, 44.8998444], [-68.7933134, 44.8957378], [-68.787509, 44.9167372], [-68.8171483, 44.9208441]]]"
CAR,"[72, 67]","[[[-68.7578651, 44.9126247], [-68.76367570000001, 44.891625600000005], [-68.7340449, 44.887509200000004], [-68.7282281, 44.908508000000005], [-68.7578651, 44.9126247]]]"
CAR,"[73, 67]","[[[-68.7282295, 44.9085082], [-68.7340463, 44.8875094], [-68.7044209, 44.8833887], [-68.6985978, 44.904387199999995], [-68.7282295, 44.9085082]]]"
CAR,"[75, 68]","[[[-68.6631459, 44.9212452], [-68.6689755, 44.900258300000004], [-68.63934330000001, 44.8961272], [-68.63350740000001, 44.9171137], [-68.6631459, 44.9212452]]]"
CAR,"[79, 68]","[[[-68.5446073, 44.9046911], [-68.5504618, 44.883705400000004], [-68.52085109999999, 44.879557000000005], [-68.51499039999999, 44.900542400000006], [-68.5446073, 44.9046911]]]"
CAR,"[80, 69]","[[[-68.5091291, 44.9215122], [-68.51499009999999, 44.900538100000006], [-68.48537289999999, 44.89638430000001], [-68.47950569999999, 44.91735810000001], [-68.5091291, 44.9215122]]]"
CAR,"[81, 69]","[[[-68.4795043, 44.9173579], [-68.4853715, 44.8963841], [-68.4557541, 44.8922252], [-68.44988059999999, 44.913198699999995], [-68.4795043, 44.9173579]]]"
CAR,"[82, 69]","[[[-68.4498778, 44.9131983], [-68.4557512, 44.8922248], [-68.4261306, 44.8880604], [-68.420251, 44.9090336], [-68.4498778, 44.9131983]]]"
CAR,"[87, 70]","[[[-68.295877, 44.9133079], [-68.3017858, 44.8923331], [-68.2721776, 44.8881457], [-68.2662626, 44.9091201], [-68.295877, 44.9133079]]]"
CAR,"[89, 70]","[[[-68.2366536, 44.9049281], [-68.2425748, 44.8839539], [-68.2129603, 44.8797555], [-68.2070329, 44.9007293], [-68.2366536, 44.9049281]]]"
CAR,"[91, 71]","[[[-68.1714915, 44.917498], [-68.1774277, 44.8965277], [-68.1478265, 44.8923216], [-68.14188399999999, 44.9132915], [-68.1714915, 44.917498]]]"
CAR,"[92, 71]","[[[-68.1418826, 44.9132913], [-68.147825, 44.8923213], [-68.1182236, 44.8881101], [-68.11227489999999, 44.9090798], [-68.1418826, 44.9132913]]]"
CAR,"[96, 72]","[[[-68.0174842, 44.9173931], [-68.0234564, 44.8964195], [-67.9938619, 44.8921896], [-67.9878836, 44.9131628], [-68.0174842, 44.9173931]]]"
CAR,"[97, 72]","[[[-67.9878779, 44.913162], [-67.9938563, 44.8921887], [-67.96425310000001, 44.887952399999996], [-67.9582685, 44.908925399999994], [-67.9878779, 44.913162]]]"
CAR,"[98, 72]","[[[-67.9582756, 44.9089264], [-67.9642602, 44.8879535], [-67.9346738, 44.8837145], [-67.9286831, 44.904687200000005], [-67.9582756, 44.9089264]]]"
CAR,"[100, 73]","[[[-67.8930828, 44.9213982], [-67.8990801, 44.9004371], [-67.869487, 44.8961877], [-67.86348360000001, 44.9171484], [-67.8930828, 44.9213982]]]"
CAR,"[101, 73]","[[[-67.8634822, 44.9171482], [-67.8694856, 44.896187499999996], [-67.83989240000001, 44.89193289999999], [-67.8338827, 44.91289329999999], [-67.8634822, 44.9171482]]]"
CAR,"[105, 74]","[[[-67.7390722, 44.9210571], [-67.745103, 44.9001008], [-67.7155198, 44.8958279], [-67.70948279999999, 44.9167839], [-67.7390722, 44.9210571]]]"
CAR,"[107, 74]","[[[-67.6798903, 44.9125052], [-67.68593349999999, 44.891549499999996], [-67.6563499, 44.887266399999994], [-67.6503005, 44.90822169999999], [-67.6798903, 44.9125052]]]"
CAR,"[108, 74]","[[[-67.650299, 44.9082215], [-67.6563484, 44.887266200000006], [-67.6267646, 44.88297800000001], [-67.620709, 44.90393300000001], [-67.650299, 44.9082215]]]"
CAR,"[111, 75]","[[[-67.5554707, 44.9163031], [-67.5615431, 44.8953459], [-67.5319638, 44.8910436], [-67.5258853, 44.912000500000005], [-67.5554707, 44.9163031]]]"
CAR,"[112, 75]","[[[-67.5258867, 44.9120007], [-67.5319653, 44.8910439], [-67.5023915, 44.8867373], [-67.4963068, 44.9076939], [-67.5258867, 44.9120007]]]"
CAR,"[113, 75]","[[[-67.4963053, 44.9076937], [-67.5023901, 44.886737100000005], [-67.4728161, 44.882425500000004], [-67.4667252, 44.903381800000005], [-67.4963053, 44.9076937]]]"
CAR,"[114, 75]","[[[-67.4667281, 44.9033822], [-67.472819, 44.8824259], [-67.4432534, 44.878110400000004], [-67.4371563, 44.8990664], [-67.4667281, 44.9033822]]]"
CAR,"[114, 76]","[[[-67.460638, 44.9243231], [-67.4667292, 44.9033782], [-67.4371574, 44.8990624], [-67.43106, 44.920007], [-67.460638, 44.9243231]]]"
CAR,"[115, 76]","[[[-67.4310586, 44.9200068], [-67.437156, 44.8990621], [-67.40758410000001, 44.8947412], [-67.4014805, 44.915685599999996], [-67.4310586, 44.9200068]]]"
CAR,"[117, 76]","[[[-67.3718993, 44.9113588], [-67.3780091, 44.8904148], [-67.3484538, 44.8860861], [-67.3423379, 44.9070298], [-67.3718993, 44.9113588]]]"
CAR,"[118, 76]","[[[-67.3423279, 44.9070284], [-67.3484438, 44.886084700000005], [-67.3188713, 44.881748400000006], [-67.3127492, 44.90269180000001], [-67.3423279, 44.9070284]]]"
CAR,"[120, 77]","[[[-67.2770514, 44.9192948], [-67.2831829, 44.898353], [-67.2536124, 44.8940074], [-67.2474747, 44.9149489], [-67.2770514, 44.9192948]]]"
CAR,"[121, 77]","[[[-67.2474775, 44.9149494], [-67.2536152, 44.8940078], [-67.22405309999999, 44.889658399999995], [-67.21790929999999, 44.9105996], [-67.2474775, 44.9149494]]]"
CAR,"[122, 77]","[[[-67.2179078, 44.9105994], [-67.2240517, 44.8896582], [-67.19448940000001, 44.8853036], [-67.1883394, 44.9062445], [-67.2179078, 44.9105994]]]"
CAR,"[123, 77]","[[[-67.188338, 44.9062443], [-67.194488, 44.8853034], [-67.16492550000001, 44.8809438], [-67.1587693, 44.9018844], [-67.188338, 44.9062443]]]"
CAR,"[124, 78]","[[[-67.1526097, 44.9228342], [-67.158771, 44.901888799999995], [-67.1292107, 44.897524999999995], [-67.1230433, 44.91846999999999], [-67.1526097, 44.9228342]]]"
CAR,"[126, 78]","[[[-67.0934782, 44.914101], [-67.0996518, 44.8931562], [-67.0700997, 44.8887834], [-67.06392, 44.9097278], [-67.0934782, 44.914101]]]"
CAR,"[127, 78]","[[[-67.0639186, 44.9097276], [-67.0700983, 44.8887832], [-67.0405461, 44.884405199999996], [-67.0343602, 44.9053494], [-67.0639186, 44.9097276]]]"
CAR,"[128, 78]","[[[-67.0343545, 44.9053485], [-67.0405405, 44.8844044], [-67.0109796, 44.8800201], [-67.00478749999999, 44.9009639], [-67.0343545, 44.9053485]]]"
CAR,"[129, 79]","[[[-66.9986052, 44.9218874], [-67.0047964, 44.900958900000006], [-66.97524630000001, 44.89657170000001], [-66.9690489, 44.91749980000001], [-66.9986052, 44.9218874]]]"
CAR,"[54, 65]","[[[-69.3031341, 44.9439189], [-69.3088262, 44.922912], [-69.2791568, 44.9188802], [-69.27345849999999, 44.9398868], [-69.3031341, 44.9439189]]]"
CAR,"[55, 65]","[[[-69.2734642, 44.9398876], [-69.27916250000001, 44.918881], [-69.24950710000002, 44.914846], [-69.24380250000002, 44.9358523], [-69.2734642, 44.9398876]]]"
CAR,"[58, 65]","[[[-69.1844752, 44.9277661], [-69.19019229999999, 44.906760399999996], [-69.16053869999999, 44.9027105], [-69.1548153, 44.9237159], [-69.1844752, 44.9277661]]]"
CAR,"[60, 66]","[[[-69.1194337, 44.9406451], [-69.1251625, 44.919655399999996], [-69.0955076, 44.9155958], [-69.0897726, 44.9365853], [-69.1194337, 44.9406451]]]"
CAR,"[61, 66]","[[[-69.0897726, 44.9365853], [-69.0955076, 44.9155958], [-69.0658552, 44.911531499999995], [-69.0601139, 44.9325207], [-69.0897726, 44.9365853]]]"
CAR,"[62, 66]","[[[-69.0601211, 44.9325217], [-69.0658624, 44.9115325], [-69.0362268, 44.9074655], [-69.03047919999999, 44.9284543], [-69.0601211, 44.9325217]]]"
CAR,"[68, 67]","[[[-68.8764301, 44.9290431], [-68.8822158, 44.908042800000004], [-68.8525749, 44.9039452], [-68.8467829, 44.9249452], [-68.8764301, 44.9290431]]]"
CAR,"[69, 67]","[[[-68.8467872, 44.9249458], [-68.8525791, 44.9039458], [-68.8229493, 44.899844800000004], [-68.8171511, 44.9208445], [-68.8467872, 44.9249458]]]"
CAR,"[70, 68]","[[[-68.8113509, 44.9418284], [-68.81714939999999, 44.92084], [-68.78751009999999, 44.916733199999996], [-68.78170539999999, 44.9377212], [-68.8113509, 44.9418284]]]"
CAR,"[72, 68]","[[[-68.7520553, 44.9336084], [-68.7578662, 44.9126206], [-68.7282292, 44.90850399999999], [-68.722412, 44.929491399999996], [-68.7520553, 44.9336084]]]"
CAR,"[74, 68]","[[[-68.6927798, 44.925371], [-68.6986032, 44.9043838], [-68.66898259999999, 44.900259299999995], [-68.663153, 44.92124619999999], [-68.6927798, 44.925371]]]"
CAR,"[75, 69]","[[[-68.6573171, 44.9422167], [-68.663147, 44.921241200000004], [-68.63350849999999, 44.917109700000005], [-68.6276724, 44.93808500000001], [-68.6573171, 44.9422167]]]"
CAR,"[78, 69]","[[[-68.5683892, 44.9298071], [-68.57423779999999, 44.9088324], [-68.5445984, 44.9046856], [-68.5387436, 44.92566], [-68.5683892, 44.9298071]]]"
CAR,"[79, 69]","[[[-68.5387536, 44.9256614], [-68.5446084, 44.904687], [-68.51499150000001, 44.9005383], [-68.50913050000001, 44.9215124], [-68.5387536, 44.9256614]]]"
CAR,"[81, 70]","[[[-68.4736319, 44.9383375], [-68.4795034, 44.917360900000006], [-68.4498798, 44.91320170000001], [-68.44400200000001, 44.93417800000001], [-68.4736319, 44.9383375]]]"
CAR,"[83, 70]","[[[-68.4143662, 44.9300126], [-68.4202501, 44.9090366], [-68.3906259, 44.9048672], [-68.38473570000001, 44.9258429], [-68.4143662, 44.9300126]]]"
CAR,"[84, 70]","[[[-68.3847386, 44.9258433], [-68.39062870000001, 44.904867599999996], [-68.36101280000001, 44.9006943], [-68.35511640000001, 44.9216696], [-68.3847386, 44.9258433]]]"
CAR,"[85, 71]","[[[-68.3492175, 44.9426417], [-68.3551164, 44.9216696], [-68.3254968, 44.9174913], [-68.31959169999999, 44.9384631], [-68.3492175, 44.9426417]]]"
CAR,"[87, 71]","[[[-68.2899656, 44.9342794], [-68.295877, 44.9133079], [-68.2662626, 44.9091201], [-68.260345, 44.9300913], [-68.2899656, 44.9342794]]]"
CAR,"[90, 72]","[[[-68.1951697, 44.9426798], [-68.2011046, 44.9217044], [-68.17148599999999, 44.917501400000006], [-68.16554489999999, 44.93847650000001], [-68.1951697, 44.9426798]]]"
CAR,"[91, 72]","[[[-68.1655492, 44.9384771], [-68.1714903, 44.917502], [-68.1418829, 44.9132956], [-68.1359356, 44.934270399999996], [-68.1655492, 44.9384771]]]"
CAR,"[92, 72]","[[[-68.1359341, 44.9342702], [-68.1418815, 44.9132954], [-68.1122738, 44.909083800000005], [-68.1063203, 44.930058300000006], [-68.1359341, 44.9342702]]]"
CAR,"[94, 72]","[[[-68.0766976, 44.9258401], [-68.08265730000001, 44.904865900000004], [-68.05306050000002, 44.90064580000001], [-68.04709460000001, 44.92161970000001], [-68.0766976, 44.9258401]]]"
CAR,"[97, 73]","[[[-67.9819004, 44.93412], [-67.9878791, 44.913158], [-67.9582697, 44.908921400000004], [-67.9522848, 44.929883100000005], [-67.9819004, 44.93412]]]"
CAR,"[99, 73]","[[[-67.9226875, 44.9256437], [-67.92867849999999, 44.904682300000005], [-67.8990772, 44.90043670000001], [-67.89308, 44.92139780000001], [-67.9226875, 44.9256437]]]"
CAR,"[100, 74]","[[[-67.8870829, 44.942356], [-67.8930828, 44.9213982], [-67.8634836, 44.9171484], [-67.8574775, 44.938105900000004], [-67.8870829, 44.942356]]]"
CAR,"[101, 74]","[[[-67.8574761, 44.9381057], [-67.86348219999999, 44.9171482], [-67.83388269999999, 44.9128933], [-67.82787049999999, 44.9338505], [-67.8574761, 44.9381057]]]"
CAR,"[104, 74]","[[[-67.7686671, 44.925326], [-67.7746917, 44.9043694], [-67.74510020000001, 44.9001004], [-67.73906930000001, 44.9210567], [-67.7686671, 44.925326]]]"
CAR,"[108, 75]","[[[-67.6442444, 44.9291827], [-67.65029820000001, 44.9082246], [-67.62070810000002, 44.903935999999995], [-67.61464810000001, 44.92489379999999], [-67.6442444, 44.9291827]]]"
CAR,"[115, 77]","[[[-67.4249577, 44.9409512], [-67.43105829999999, 44.9200078], [-67.4014802, 44.9156866], [-67.3953734, 44.9366297], [-67.4249577, 44.9409512]]]"
CAR,"[117, 77]","[[[-67.365786, 44.9323026], [-67.371899, 44.9113598], [-67.3423376, 44.9070308], [-67.33621839999999, 44.9279733], [-67.365786, 44.9323026]]]"
