Station,coordinate_x,coordinate_y,cor_1_x,cor_1_y,cor_2_x,cor_2_y,cor_3_x,cor_3_y,cor_4_x,cor_4_y,cor_5_x,cor_5_y
OKX,83,84,-72.3279111,41.6285029,-72.33277229999999,41.6069719,-72.30397319999999,41.6033352,-72.29910599999998,41.624865899999996,-72.3279111,41.6285029
OKX,84,84,-72.2991046,41.6248657,-72.30397180000001,41.603335,-72.27517190000002,41.5996933,-72.27029880000002,41.6212236,-72.2991046,41.6248657
OKX,85,85,-72.2654309,41.6427474,-72.2703054,41.6212229,-72.2415141,41.6175778,-72.2366337,41.6391019,-72.2654309,41.6427474
OKX,86,85,-72.2366267,41.639101,-72.2415071,41.617576899999996,-72.21270410000001,41.6139254,-72.2078177,41.6354492,-72.2366267,41.639101
OKX,87,85,-72.2078226,41.6354498,-72.2127089,41.613926000000006,-72.1839176,41.610271100000006,-72.1790253,41.631794500000005,-72.2078226,41.6354498
OKX,88,85,-72.1790177,41.6317936,-72.18391,41.6102701,-72.15510549999999,41.6066086,-72.15020729999999,41.628131700000004,-72.1790177,41.6317936
OKX,89,85,-72.150217,41.628133,-72.1551152,41.6066098,-72.1263322,41.602946100000004,-72.12142809999999,41.624468900000004,-72.150217,41.628133
OKX,91,86,-72.0877117,41.6423305,-72.0926257,41.620802499999996,-72.0638313,41.617127999999994,-72.0589113,41.638655699999994,-72.0877117,41.6423305
OKX,92,86,-72.0589134,41.6386559,-72.0638334,41.6171282,-72.0350452,41.6134496,-72.0301192,41.634976900000005,-72.0589134,41.6386559
OKX,93,86,-72.0301185,41.6349768,-72.0350445,41.613449499999994,-72.00625699999999,41.60976599999999,-72.00132509999999,41.63129299999999,-72.0301185,41.6349768
OKX,94,86,-72.0013244,41.6312929,-72.0062563,41.6097659,-71.9774695,41.6060776,-71.9725317,41.6276042,-72.0013244,41.6312929
OKX,95,86,-71.9725303,41.6276041,-71.9774681,41.6060774,-71.94868059999999,41.602384099999995,-71.94373689999999,41.62391039999999,-71.9725303,41.6276041
OKX,97,87,-71.9099973,41.6417294,-71.9149481,41.620210300000004,-71.8861548,41.6165068,-71.881198,41.638025600000006,-71.9099973,41.6417294
